net,burst,scheme,p,reachable,nodes,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
20,2,bsps_ack,0.2,1.0,100,18,14.04,589.9361454545455,0.06800161505161506,0.953979797979798,31.06333814730761,113.0,35.628,68.564,0.4679466580976864,0.7759009009009009,0,0.19475964514132454,1.0
21,2,bsps_ack,0.2,1.0,100,18,14.408,590.8041252525253,0.06728497747713433,0.9653333333333334,31.801324503311257,114.0,35.488,68.204,0.4681175714744619,0.7762119503945885,0,0.19225993377483444,1.0
22,2,bsps_ack,0.2,0.97,97,17,14.108,589.7629375,0.0671067632020757,0.9463333333333334,32.655697243932536,113.0,34.844,66.08,0.4638036809815951,0.7655629139072848,0,0.20732208967503085,1.0
23,2,bsps_ack,0.2,0.97,97,19,15.608,591.5757208333334,0.06378972735461706,0.995375,31.39513803049032,115.0,34.28,67.5,0.46750086896072296,0.7717458359037631,0,0.1753193242686444,1.0
24,2,bsps_ack,0.2,1.0,100,18,14.496,589.9661656565656,0.06596894017384212,0.9545858585858585,32.05849093390525,114.0,35.244,67.948,0.4656866862662747,0.7682892906815021,0,0.19672450770130628,1.0
25,2,bsps_ack,0.2,0.99,99,18,15.12,588.3476408163267,0.06076570617257893,0.9183673469387755,30.971956792687994,114.0,36.508,67.732,0.4673087911190923,0.7725064304086882,0,0.19110926464478603,1.0
26,2,bsps_ack,0.2,1.0,100,20,16.608,588.4551353535354,0.0561688504363427,0.9323232323232323,33.347417840375584,115.0,35.88,68.64,0.463982683982684,0.7582608695652174,0,0.20555215350071443,1.0
27,2,bsps_ack,0.2,1.0,100,19,14.336,589.9279797979798,0.06863445247562895,0.9804040404040404,29.299220087502377,113.0,34.084,70.344,0.4643405562190752,0.7784542085759661,0,0.18185276773825376,1.0
28,2,bsps_ack,0.2,1.0,100,18,14.36,587.8780606060607,0.06386156523215347,0.9152727272727272,30.759880239520957,113.0,35.396,68.044,0.46643452911166894,0.7745823062174747,0,0.19221556886227545,1.0
29,2,bsps_ack,0.2,1.0,100,18,15.116,589.8395515151516,0.06403682211035153,0.9671515151515151,30.76237428515086,114.0,35.82,69.856,0.4655304644226672,0.7689900426742532,0,0.18753697495563004,1.0
30,2,bsps_ack,0.2,0.93,93,19,13.724,591.2871956521741,0.07068388438429998,0.9679130434782609,32.005335040546306,114.0,33.736,62.892,0.4666337529828026,0.7734222963580761,0,0.1946222791293214,1.0
31,2,bsps_ack,0.2,1.0,100,17,13.628,589.7908242424244,0.07029809163900073,0.9565656565656566,31.520188161505292,113.0,35.404,68.896,0.46382386642658374,0.7670544685351666,0,0.197765582124657,1.0
32,2,bsps_ack,0.2,1.0,100,20,15.532,588.7917373737375,0.060372446337823016,0.9357979797979796,31.827145465611686,115.0,35.948,68.656,0.4661755386565273,0.7650303364589078,0,0.19578007709474538,1.0
33,2,bsps_ack,0.2,1.0,100,19,15.536,590.8303717171717,0.0635093060534237,0.9846464646464647,30.812221514958626,114.0,35.912,69.98,0.46982614510197257,0.7766281192939745,0,0.17907914279652026,1.0
34,2,bsps_ack,0.2,1.0,100,18,14.508,589.9894303030304,0.06613842791195733,0.9583434343434344,32.16247464503043,114.0,35.524,68.58,0.46599604505201614,0.7658058771148709,0,0.19634888438133874,1.0
35,2,bsps_ack,0.2,1.0,100,24,19.156,585.3676808080809,0.045731320080948684,0.8725252525252526,33.417455743104156,118.0,36.668,69.232,0.4669862518089725,0.7708202880400752,0,0.1879374228077398,1.0
36,2,bsps_ack,0.2,0.97,97,21,15.744,586.8017125,0.055877404444683865,0.87725,32.862400669176075,115.0,35.212,64.488,0.4680280220599195,0.7745302713987474,0,0.20054370556252615,1.0
37,2,bsps_ack,0.2,0.96,96,21,16.612,591.810825263158,0.06061495370362081,1.0029052631578947,32.304695725415876,116.0,34.064,67.484,0.46507004922377887,0.7705586942875079,0,0.18424931564539904,1.0
38,2,bsps_ack,0.2,1.0,100,17,13.984,589.6894262626262,0.06705150215203692,0.9358383838383838,32.19656883009508,114.0,36.668,67.584,0.4670883110798782,0.7711887354454373,0,0.2007027697395618,1.0
39,2,bsps_ack,0.2,1.0,100,19,14.868,588.7761939393939,0.06337860494625201,0.9408080808080809,32.185117967332125,114.0,35.712,69.08,0.46444084830934335,0.7606155599886008,0,0.20185521274450494,1.0
40,2,bsps_ack,0.2,1.0,100,18,14.384,591.440787878788,0.06842290420347462,0.9802424242424242,31.97986577181208,114.0,35.94,68.872,0.46662703804347827,0.7746113989637305,0,0.19280048810250153,1.0
41,2,bsps_ack,0.2,1.0,100,19,14.704,588.7619434343436,0.06261650659698788,0.9197575757575759,33.530662812306424,114.0,35.92,67.124,0.4663061899765959,0.7675256303685232,0,0.2104067726615734,1.0
42,2,bsps_ack,0.2,1.0,100,17,14.192,590.4998545454545,0.06786537101242984,0.9605656565656566,30.585957873620863,114.0,35.88,68.512,0.46827186342406185,0.7802903405918481,0,0.18575727181544635,1.0
43,2,bsps_ack,0.2,0.96,96,20,14.524,589.2400673684213,0.06471332476894315,0.9330105263157895,30.56199038260506,114.0,34.144,64.848,0.4678530859522908,0.7760210803689065,0,0.19130252979301693,1.0
44,2,bsps_ack,0.2,1.0,100,19,15.1,588.5430626262627,0.06111521717207992,0.9212929292929293,30.58894084163448,114.0,36.816,68.408,0.4684095860566449,0.7763157894736842,0,0.18133767025818257,1.0
45,2,bsps_ack,0.2,1.0,100,17,13.92,591.1177939393939,0.07057010767010766,0.980848484848485,31.731272294887038,114.0,35.044,68.644,0.4644020853698273,0.7647690655209453,0,0.19758224336107807,1.0
46,2,bsps_ack,0.2,0.99,99,19,15.548,589.7437102040816,0.06160400244346823,0.956530612244898,32.122461053046734,115.0,35.228,68.088,0.46554031448645034,0.7717268623024831,0,0.18950897258923288,1.0
47,2,bsps_ack,0.2,1.0,100,19,14.964,587.2267070707071,0.06009886359102045,0.8972121212121212,32.228098836022056,114.0,35.976,68.16,0.4654585798816568,0.7638190954773869,0,0.20236879722278947,1.0
48,2,bsps_ack,0.2,0.99,99,18,14.984,587.4236326530613,0.059934882847577926,0.8946938775510205,31.368387776606955,115.0,37.468,67.828,0.46894231558217775,0.7699969815876849,0,0.19009483667017912,1.0
49,2,bsps_ack,0.2,1.0,100,18,14.74,587.7076444444444,0.06120216987079732,0.9004444444444444,31.949209694415174,114.0,36.356,67.596,0.4681521494485708,0.7654590029964587,0,0.19957850368809274,1.0
0,3,static,0.2,0.99,99,19,19.0,558.1926897959185,0.06576369495166487,1.2495102040816328,15.112297181895816,19.0,64.548,98.0,0.0,1.0,0,0.0,1.0
1,3,static,0.2,1.0,100,18,18.0,563.1687676767676,0.0727317620650954,1.3091717171717172,16.34575202050069,18.0,60.392,99.0,0.0,1.0,0,0.0,1.0
2,3,static,0.2,1.0,100,20,20.0,559.7464767676768,0.06303636363636363,1.2607272727272725,17.0478,20.0,62.188,99.0,0.0,1.0,0,0.0,1.0
3,3,static,0.2,0.99,99,18,18.0,558.666893877551,0.06943990929705215,1.2499183673469387,14.524433849821216,18.0,62.508,98.0,0.0,1.0,0,0.0,1.0
4,3,static,0.2,1.0,100,19,19.0,559.0791676767678,0.06621158958001064,1.2580202020202018,15.922576712050397,19.0,64.456,99.0,0.0,1.0,0,0.0,1.0
5,3,static,0.2,0.97,97,19,19.0,559.5734583333335,0.06603508771929825,1.2546666666666668,14.380725758477096,19.0,59.552,96.0,0.0,1.0,0,0.0,1.0
6,3,static,0.2,1.0,100,21,21.0,561.8499434343435,0.06183934583934584,1.2986262626262626,17.19010614101592,21.0,61.436,99.0,0.0,1.0,0,0.0,1.0
7,3,static,0.2,1.0,100,18,18.0,556.4345656565657,0.0673692480359147,1.2126464646464648,15.489291598023064,18.0,64.948,99.0,0.0,1.0,0,0.0,1.0
8,3,static,0.2,1.0,100,22,22.0,555.3808242424242,0.054310376492194674,1.1948282828282826,18.327571669477233,22.0,64.712,99.0,0.0,1.0,0,0.0,1.0
9,3,static,0.2,1.0,100,21,21.0,557.6996565656566,0.05858778258778259,1.2303434343434345,17.817855002995806,21.0,64.196,99.0,0.0,1.0,0,0.0,1.0
10,3,static,0.2,1.0,100,22,22.0,560.5673737373738,0.058260789715335166,1.2817373737373736,17.172102564102563,22.0,64.108,99.0,0.0,1.0,0,0.0,1.0
11,3,static,0.2,1.0,100,22,22.0,559.841406060606,0.057641873278236916,1.2681212121212122,17.981404549950543,22.0,62.456,99.0,0.0,1.0,0,0.0,1.0
12,3,static,0.2,1.0,100,19,19.0,559.2739191919193,0.06605635300372142,1.255070707070707,16.20698602794411,19.0,62.748,99.0,0.0,1.0,0,0.0,1.0
13,3,static,0.2,1.0,100,18,18.0,558.1621979797981,0.06869584736251402,1.2365252525252526,14.859075770191508,18.0,63.584,99.0,0.0,1.0,0,0.0,1.0
14,3,static,0.2,1.0,100,18,18.0,557.4487474747476,0.06891806958473626,1.2405252525252524,15.205282861896839,18.0,65.188,99.0,0.0,1.0,0,0.0,1.0
15,3,static,0.2,1.0,100,18,18.0,559.2850787878789,0.06958698092031425,1.2525656565656569,15.564776933567115,18.0,61.996,99.0,0.0,1.0,0,0.0,1.0
16,3,static,0.2,0.82,82,20,20.0,560.0450913580248,0.06410123456790123,1.2820246913580247,16.623957543593633,20.0,52.156,81.0,0.0,1.0,0,0.0,1.0
17,3,static,0.2,0.97,97,20,20.0,561.3226291666667,0.06401041666666667,1.2802083333333332,14.635358004827031,20.0,58.1,96.0,0.0,1.0,0,0.0,1.0
18,3,static,0.2,1.0,100,20,20.0,557.8163838383839,0.06182424242424243,1.2364848484848485,15.918512327622231,20.0,63.588,99.0,0.0,1.0,0,0.0,1.0
19,3,static,0.2,1.0,100,19,19.0,559.0206343434344,0.06630303030303031,1.259757575757576,15.972664218686251,19.0,63.284,99.0,0.0,1.0,0,0.0,1.0
20,3,static,0.2,1.0,100,18,18.0,559.744096969697,0.07044668911335578,1.2680404040404039,15.494428394552209,18.0,63.464,99.0,0.0,1.0,0,0.0,1.0
21,3,static,0.2,1.0,100,18,18.0,560.9118222222223,0.07151515151515152,1.2872727272727271,15.381293491608679,18.0,63.56,99.0,0.0,1.0,0,0.0,1.0
22,3,static,0.2,0.97,97,17,17.0,559.9699791666667,0.07496813725490196,1.2744583333333335,14.760476581758422,17.0,61.652,96.0,0.0,1.0,0,0.0,1.0
23,3,static,0.2,0.97,97,19,19.0,562.0474375,0.06876535087719299,1.3065416666666667,17.50031361070458,19.0,60.572,96.0,0.0,1.0,0,0.0,1.0
24,3,static,0.2,1.0,100,18,18.0,561.7370747474748,0.0722783389450056,1.301010101010101,16.046614233646654,18.0,62.2,99.0,0.0,1.0,0,0.0,1.0
25,3,static,0.2,0.99,99,18,18.0,558.0864816326532,0.0690204081632653,1.2423673469387755,14.302153846153846,18.0,63.248,98.0,0.0,1.0,0,0.0,1.0
26,3,static,0.2,1.0,100,20,20.0,560.161591919192,0.06373737373737375,1.2747474747474747,15.977667984189724,20.0,61.8,99.0,0.0,1.0,0,0.0,1.0
27,3,static,0.2,1.0,100,19,19.0,561.7078666666669,0.06731951089845827,1.2790707070707072,14.189111747851003,19.0,59.372,99.0,0.0,1.0,0,0.0,1.0
28,3,static,0.2,1.0,100,18,18.0,557.5948000000001,0.06821773288439956,1.2279191919191919,15.044117647058824,18.0,63.436,99.0,0.0,1.0,0,0.0,1.0
29,3,static,0.2,1.0,100,18,18.0,560.0524323232323,0.07088439955106622,1.2759191919191921,14.922464803101407,18.0,62.684,99.0,0.0,1.0,0,0.0,1.0
30,3,static,0.2,0.93,93,19,19.0,562.3906782608695,0.06961098398169337,1.322608695652174,17.39875,19.0,59.32,92.0,0.0,1.0,0,0.0,1.0
31,3,static,0.2,1.0,100,17,17.0,560.1942868686871,0.07496613190730839,1.2744242424242425,15.199596774193548,17.0,62.832,99.0,0.0,1.0,0,0.0,1.0
32,3,static,0.2,1.0,100,20,20.0,558.4889898989899,0.06267676767676768,1.2535353535353535,16.521357040670345,20.0,63.9,99.0,0.0,1.0,0,0.0,1.0
33,3,static,0.2,1.0,100,19,19.0,562.4129979797981,0.0689739500265816,1.3105050505050506,16.45678246484698,19.0,61.26,99.0,0.0,1.0,0,0.0,1.0
34,3,static,0.2,1.0,100,18,18.0,560.4913575757577,0.07123456790123456,1.2822222222222222,15.76902780596712,18.0,63.06,99.0,0.0,1.0,0,0.0,1.0
35,3,static,0.2,1.0,100,24,24.0,553.8500202020202,0.04849158249158249,1.1637979797979798,18.847131147540985,24.0,63.784,99.0,0.0,1.0,0,0.0,1.0
36,3,static,0.2,0.97,97,21,21.0,555.7118208333334,0.057617063492063504,1.2099583333333332,17.9639941385807,21.0,63.844,96.0,0.0,1.0,0,0.0,1.0
37,3,static,0.2,0.96,96,21,21.0,562.1254063157894,0.06196290726817043,1.3012210526315788,17.39863130881095,21.0,59.384,95.0,0.0,1.0,0,0.0,1.0
38,3,static,0.2,1.0,100,17,17.0,558.6902666666666,0.07444087938205586,1.2654949494949497,14.638126676294615,17.0,65.716,99.0,0.0,1.0,0,0.0,1.0
39,3,static,0.2,1.0,100,19,19.0,558.9191232323232,0.06599681020733653,1.253939393939394,15.875507717303005,19.0,62.86,99.0,0.0,1.0,0,0.0,1.0
40,3,static,0.2,1.0,100,18,18.0,561.7245737373738,0.0722962962962963,1.3013333333333332,16.092524509803923,18.0,63.168,99.0,0.0,1.0,0,0.0,1.0
41,3,static,0.2,1.0,100,19,19.0,559.3781818181819,0.06656459330143541,1.2647272727272727,16.709503885236103,19.0,63.792,99.0,0.0,1.0,0,0.0,1.0
42,3,static,0.2,1.0,100,17,17.0,560.6211191919193,0.07532501485442661,1.2805252525252524,15.15115354017502,17.0,63.228,99.0,0.0,1.0,0,0.0,1.0
43,3,static,0.2,0.96,96,20,20.0,559.0079831578948,0.06288,1.2575999999999998,15.296296296296296,20.0,61.528,95.0,0.0,1.0,0,0.0,1.0
44,3,static,0.2,1.0,100,19,19.0,557.1621898989899,0.06480382775119618,1.2312727272727275,16.319255697261134,19.0,65.104,99.0,0.0,1.0,0,0.0,1.0
45,3,static,0.2,1.0,100,17,17.0,561.9858707070707,0.07686036838978015,1.3066262626262624,15.160878243512974,17.0,62.644,99.0,0.0,1.0,0,0.0,1.0
46,3,static,0.2,0.99,99,19,19.0,560.574248979592,0.06761117078410313,1.2846122448979593,16.528774142688214,19.0,62.108,98.0,0.0,1.0,0,0.0,1.0
47,3,static,0.2,1.0,100,19,19.0,557.0458747474748,0.06351940457203616,1.2068686868686869,16.00626713670192,19.0,62.52,99.0,0.0,1.0,0,0.0,1.0
48,3,static,0.2,0.99,99,18,18.0,556.2813102040817,0.06740816326530613,1.21334693877551,14.939150165016502,18.0,64.092,98.0,0.0,1.0,0,0.0,1.0
49,3,static,0.2,1.0,100,18,18.0,555.8971555555555,0.06705723905723907,1.207030303030303,15.263782866836301,18.0,65.504,99.0,0.0,1.0,0,0.0,1.0
0,3,bsps,0.2,0.99,99,19,15.464,543.0923142857145,0.060056462469313926,0.9251020408163265,26.4899658411614,114.0,35.808,66.708,0.47849763754304475,0.8323628562672387,0,0.13919726729291204,1.0
1,3,bsps,0.2,1.0,100,18,14.888,548.6793939393939,0.06758894522325895,1.0031919191919192,25.919968460477037,114.0,34.252,69.86,0.4773173781032327,0.8345347313237221,0,0.12714370195150798,1.0
2,3,bsps,0.2,1.0,100,20,15.684,545.6969858585859,0.06131483899275437,0.9580202020202021,25.0012,114.0,34.8,69.272,0.4793422574781028,0.8402160101651842,0,0.1198,1.0
3,3,bsps,0.2,0.99,99,18,14.344,544.0085673469389,0.06532828523350732,0.9358775510204081,23.568335319825188,112.0,34.844,67.776,0.47867336362911583,0.8458200752097194,0,0.12316249503377036,1.0
4,3,bsps,0.2,1.0,100,19,14.464,544.171090909091,0.06514306641071348,0.94,25.636659215606585,113.0,35.988,67.792,0.47750972762645916,0.8302941176470588,0,0.13350944929892297,1.0
5,3,bsps,0.2,0.97,97,19,15.216,545.3595833333333,0.0627232380772822,0.9529583333333334,24.366845131865954,113.0,33.62,67.364,0.47637888739416,0.8400221422640465,0,0.12393416617093,1.0
6,3,bsps,0.2,1.0,100,21,15.708,547.1037979797981,0.0627676394621699,0.9812525252525252,24.543972706595905,114.0,33.944,69.032,0.47793200897680993,0.8503891611415394,0,0.11770280515542077,1.0
7,3,bsps,0.2,1.0,100,18,13.904,541.9573454545455,0.06512155061219232,0.9025454545454547,24.97528830313015,113.0,36.116,67.568,0.4779050736497545,0.8365019011406845,0,0.13509060955518945,1.0
8,3,bsps,0.2,1.0,100,22,16.8,541.3488363636365,0.0533663891912086,0.8931313131313131,25.724494097807757,115.0,36.336,68.188,0.4803072397450564,0.8389774236387783,0,0.12247048903878584,1.0
9,3,bsps,0.2,1.0,100,21,15.636,543.3496646464647,0.05938052432985354,0.9246464646464647,25.929898142600358,115.0,36.256,68.288,0.4783684546615581,0.8421658986175116,0,0.12901937287797083,1.0
10,3,bsps,0.2,1.0,100,22,15.956,545.9358949494952,0.060819919567494385,0.9669494949494949,25.340307692307693,115.0,35.712,68.184,0.4802344806854051,0.8461091753774681,0,0.1236923076923077,1.0
11,3,bsps,0.2,1.0,100,22,16.692,544.9553414141415,0.05709856814247939,0.9507070707070707,26.78219584569733,115.0,35.364,69.096,0.4763563962170234,0.8360417875798026,0,0.1291790306627102,1.0
12,3,bsps,0.2,1.0,100,19,14.156,544.6682505050507,0.06684541806974961,0.9427070707070707,24.531936127744512,112.0,34.724,68.332,0.4773845793297399,0.8300956799072194,0,0.130938123752495,1.0
13,3,bsps,0.2,1.0,100,18,14.992,543.9067272727273,0.06223962406511426,0.9318383838383838,25.636344712739383,114.0,35.548,68.376,0.47878787878787876,0.8255054432348367,0,0.13447127393838468,1.0
14,3,bsps,0.2,1.0,100,18,14.072,542.3971757575757,0.06520933217109688,0.9166868686868686,24.120216306156404,112.0,36.508,67.808,0.47902529302899444,0.8351614868982328,0,0.1281198003327787,1.0
15,3,bsps,0.2,1.0,100,18,14.184,545.163591919192,0.06736169542479703,0.9528484848484848,24.064679524644458,113.0,35.6,69.804,0.47729516288252716,0.8367224880382775,0,0.12331969608416131,1.0
16,3,bsps,0.2,0.82,82,20,14.744,544.2056888888889,0.06406594075254204,0.9433086419753085,25.702805155420773,114.0,28.968,55.472,0.4782781194207498,0.8354572713643178,0,0.13570887035633056,1.0
17,3,bsps,0.2,0.97,97,20,15.828,547.3025041666666,0.06216550542000425,0.9833333333333334,24.255430410297667,114.0,33.432,68.588,0.47698853768669675,0.8376623376623377,0,0.11866452131938858,1.0
18,3,bsps,0.2,1.0,100,20,15.832,543.1796202020203,0.05848759490709955,0.9238787878787879,25.07898035938153,114.0,35.832,68.528,0.4791433594374301,0.8374536464771323,0,0.12829084830756374,1.0
19,3,bsps,0.2,1.0,100,19,15.744,544.1278787878788,0.059823623834408146,0.9407676767676768,25.554875560995512,114.0,35.708,68.788,0.47753164556962024,0.8303571428571429,0,0.13015095879232966,1.0
20,3,bsps,0.2,1.0,100,18,13.924,545.149397979798,0.06866380286380286,0.9545454545454545,23.963887742468014,113.0,35.468,68.516,0.4790113770105924,0.8365591397849462,0,0.12381345439537764,1.0
21,3,bsps,0.2,1.0,100,18,14.42,546.3512767676768,0.0677076584899223,0.971919191919192,25.2752762996316,114.0,35.048,68.284,0.4792539318738639,0.8422467881685091,0,0.1268931641424478,1.0
22,3,bsps,0.2,0.97,97,17,14.148,544.9663625000001,0.06742636027167277,0.9535,24.695768282662286,113.0,34.488,66.26,0.4779258307914593,0.8461321287408244,0,0.1279786359901397,1.0
23,3,bsps,0.2,0.97,97,19,15.52,547.2434375,0.06369097046404032,0.98825,26.158268868910724,115.0,33.972,67.008,0.47838740049644785,0.8366481904140854,0,0.12418983901317165,1.0
24,3,bsps,0.2,1.0,100,18,14.48,546.3136848484849,0.06721365812836402,0.9715555555555555,25.737770957222327,113.0,34.252,68.28,0.4765201434648428,0.8379379094275136,0,0.13370420103587186,1.0
25,3,bsps,0.2,0.99,99,18,14.968,543.583142857143,0.06219931642986865,0.9300408163265306,23.953230769230768,113.0,35.352,67.688,0.47948615014050583,0.8427921092564492,0,0.12184615384615384,1.0
26,3,bsps,0.2,1.0,100,20,16.56,544.9463555555556,0.05746295196413875,0.9505454545454545,26.635177865612647,115.0,34.628,68.944,0.47609254498714654,0.8315315315315316,0,0.13893280632411067,1.0
27,3,bsps,0.2,1.0,100,19,14.356,547.8463474747475,0.06886271560683324,0.9854949494949494,23.872397325692454,112.0,33.38,70.216,0.47590461897615477,0.8325727324586423,0,0.12722063037249284,1.0
28,3,bsps,0.2,1.0,100,18,14.484,543.0836121212121,0.06348001921825451,0.9180202020202021,24.491653418124006,113.0,35.108,67.98,0.4791141235813367,0.8402777777777778,0,0.12798092209856915,1.0
29,3,bsps,0.2,1.0,100,18,14.988,545.0875272727274,0.06390400931675441,0.9573333333333333,24.797592328096307,113.0,35.88,69.388,0.4776007964161274,0.8291614518147684,0,0.12874923485003062,1.0
30,3,bsps,0.2,0.93,93,19,13.928,546.8623391304349,0.07121343875646946,0.9865217391304347,24.424583333333334,113.0,32.72,63.24,0.47963174189343327,0.8564441887226697,0,0.11708333333333333,1.0
31,3,bsps,0.2,1.0,100,17,13.58,545.1380161616162,0.07026016761016761,0.9532525252525251,24.79233870967742,113.0,35.232,68.62,0.47750755046892385,0.8344060854300761,0,0.13064516129032258,1.0
32,3,bsps,0.2,1.0,100,20,15.352,543.609587878788,0.06086265533381116,0.933010101010101,24.892295115471082,113.0,35.912,68.524,0.4790239396505273,0.8346118441239644,0,0.1283466176170039,1.0
33,3,bsps,0.2,1.0,100,19,15.388,547.7304606060607,0.06489063202592614,0.9961616161616161,24.49710504549214,113.0,34.88,70.036,0.47963314880608116,0.8420718144264379,0,0.11703887510339123,1.0
34,3,bsps,0.2,1.0,100,18,14.452,545.269486868687,0.06636226126814361,0.9574949494949494,25.172924700629185,113.0,35.184,68.344,0.47845117845117846,0.8346153846153846,0,0.12685203978079967,1.0
35,3,bsps,0.2,1.0,100,24,19.216,540.0998505050505,0.04550207453076329,0.8693333333333333,26.80532786885246,117.0,36.28,68.86,0.4781488719133061,0.8392379679144385,0,0.12151639344262295,1.0
36,3,bsps,0.2,0.97,97,21,15.72,540.7619958333333,0.05655704666116334,0.8865416666666667,26.823948084571906,114.0,34.872,64.716,0.47821622414551856,0.8349004424778761,0,0.13941804479799036,1.0
37,3,bsps,0.2,0.96,96,21,16.544,547.660505263158,0.060249953340523646,0.9931368421052631,26.568648417450813,116.0,33.892,66.9,0.4773632071104527,0.833841980332316,0,0.12639007698887939,1.0
38,3,bsps,0.2,1.0,100,17,13.916,543.3041333333334,0.0672089022089022,0.9334949494949494,24.595213534144833,113.0,36.668,67.488,0.48040561146691063,0.8469267139479906,0,0.12585104188157623,1.0
39,3,bsps,0.2,1.0,100,19,14.68,544.2137979797981,0.06410638157643506,0.9392323232323232,24.679325751421608,113.0,35.352,68.804,0.47802473262032086,0.8388177940280317,0,0.12814784727863526,1.0
40,3,bsps,0.2,1.0,100,18,14.496,546.7758666666667,0.0679832537535746,0.9809292929292929,25.945261437908496,114.0,35.388,68.624,0.47805734347571677,0.8402798904776392,0,0.1309232026143791,1.0
41,3,bsps,0.2,1.0,100,19,14.808,544.339696969697,0.06354379113986956,0.9402828282828283,25.654712094042637,114.0,34.848,67.62,0.4785143769968051,0.8448275862068966,0,0.13030484160191272,1.0
42,3,bsps,0.2,1.0,100,17,14.208,545.9795474747475,0.06822023695258989,0.9668686868686869,24.85958631662689,113.0,35.376,68.576,0.47781651085406435,0.8342214328004737,0,0.1282816229116945,1.0
43,3,bsps,0.2,0.96,96,20,14.536,544.3567200000001,0.06500754172899684,0.9408842105263158,24.629840067340066,114.0,33.796,65.072,0.47870273501718724,0.8407960199004975,0,0.13173400673400673,1.0
44,3,bsps,0.2,1.0,100,19,15.048,542.691296969697,0.06123662334232745,0.9197575757575759,25.375287476479198,114.0,36.888,68.352,0.4788496652465003,0.83611442193087,0,0.12983483169558854,1.0
45,3,bsps,0.2,1.0,100,17,14.016,546.9195070707071,0.07018337403337403,0.9824242424242425,25.317165668662675,113.0,34.624,68.512,0.47694651591692727,0.8345140266364409,0,0.13293413173652693,1.0
