net,sigma,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
30,6,static,0.2,0.91,91,8,9,15,15.0,565.8094355555556,0.08914666666666667,1.3372,13.013593510195133,15.0,51.652,90.0,0.0,1.0,0,0.0,1.0
31,6,static,0.2,0.66,66,6,8,14,14.0,568.0387138461538,0.09804395604395603,1.3726153846153846,13.194053208137715,14.0,36.78,65.0,0.0,1.0,0,0.0,1.0
32,6,static,0.2,0.73,73,8,8,13,13.0,564.7066833333333,0.10138888888888889,1.3180555555555558,10.826281871672737,13.0,41.1,72.0,0.0,1.0,0,0.0,1.0
33,6,static,0.2,0.97,97,9,7,15,15.0,567.0631416666669,0.09137777777777778,1.3706666666666667,12.901171152660776,15.0,56.416,96.0,0.0,1.0,0,0.0,1.0
34,6,static,0.2,0.98,98,8,9,16,16.0,565.3746309278349,0.08338144329896907,1.3341030927835051,13.446812789060928,16.0,56.592,97.0,0.0,1.0,0,0.0,1.0
35,6,static,0.2,0.95,95,7,8,15,15.0,570.8651319148936,0.0945418439716312,1.418127659574468,13.115400755350398,15.0,51.696,94.0,0.0,1.0,0,0.0,1.0
36,6,static,0.2,0.81,81,6,9,14,14.0,565.5887700000001,0.09605714285714285,1.3448000000000002,12.084481878509443,14.0,46.416,80.0,0.0,1.0,0,0.0,1.0
37,6,static,0.2,0.87,87,11,10,15,15.0,563.9509906976745,0.08671937984496123,1.3007906976744186,12.456986692015208,15.0,49.132,86.0,0.0,1.0,0,0.0,1.0
38,6,static,0.2,0.81,81,6,9,16,16.0,564.7208250000001,0.08315312500000001,1.3304500000000001,14.001769911504425,16.0,47.564,80.0,0.0,1.0,0,0.0,1.0
39,6,static,0.2,0.95,95,8,11,15,15.0,564.8537744680852,0.08849645390070922,1.3274468085106381,12.766988255033556,15.0,55.22,94.0,0.0,1.0,0,0.0,1.0
0,6,bsps,0.2,0.96,96,8,7,15,12.344,552.04384,0.08539055681160945,1.0531789473684212,38.54851444005818,113.0,32.22,68.828,0.4440775897647544,0.6922428330522765,0,0.27301059630168295,1.0
1,6,bsps,0.2,0.85,85,7,10,15,13.108,553.3044333333333,0.08210352663209806,1.074904761904762,38.822831899558246,113.0,28.3,61.152,0.44281045751633985,0.6923318667504714,0,0.2727272727272727,1.0
2,6,bsps,0.2,0.96,96,7,14,18,15.96,559.2130905263158,0.0721145628777827,1.1501052631578947,38.133000831255195,116.0,28.46,71.472,0.44358154408405664,0.6951294697903823,0,0.24584372402327515,1.0
3,6,bsps,0.2,0.92,92,8,9,17,14.996,556.3959384615385,0.07477188271758407,1.1199120879120879,39.80711651117379,115.0,29.48,66.696,0.44470179502026635,0.692776886035313,0,0.2597092644825342,1.0
4,6,bsps,0.2,1.0,100,8,10,16,13.596,553.3465010101011,0.07878231398231397,1.0704242424242425,39.276114844227244,114.0,33.04,72.54,0.4425625920471281,0.686033199771036,0,0.27468947261250254,1.0
5,6,bsps,0.2,0.99,99,7,11,17,14.844,554.5955102040816,0.07346140071413182,1.087591836734694,40.431692873187664,115.0,31.916,71.988,0.4423461231015188,0.6905398182789952,0,0.27731264039207676,1.0
6,6,bsps,0.2,0.97,97,7,10,16,13.576,554.6537750000001,0.08090289224664224,1.097125,39.01560224672353,114.0,32.264,70.792,0.44128553770086526,0.6875559534467324,0,0.27106303307676305,1.0
7,6,bsps,0.2,0.66,66,8,9,15,12.524,549.1781292307693,0.08063995901534364,1.0094769230769232,37.84569264752288,112.0,22.556,47.268,0.44521604938271603,0.6859030837004405,0,0.2757967813190281,1.0
8,6,bsps,0.2,1.0,100,6,15,18,16.364,557.5205171717173,0.06939599097344196,1.1317979797979796,38.3091649694501,117.0,31.564,74.052,0.44551175886054983,0.6908863138114626,0,0.24908350305498983,1.0
9,6,bsps,0.2,0.91,91,9,10,17,13.384,551.5205911111112,0.07797697265697265,1.0433777777777777,39.46739130434783,113.05000000000018,29.912,64.708,0.4445173998686802,0.6977989292088043,0,0.2797826086956522,1.0
10,6,bsps,0.2,0.75,75,8,9,14,11.756,550.8002810810812,0.08801384741384742,1.0332972972972974,37.29772850189291,112.0,24.864,53.048,0.4470768505421971,0.6999336870026526,0,0.27122769064359115,1.0
11,6,bsps,0.2,0.87,87,10,17,22,20.612,550.4049674418604,0.04945298235016717,1.0182325581395348,45.271130882697264,121.0,28.328,61.528,0.44458372506006477,0.6927341698278378,0,0.2858815265745727,1.0
12,6,bsps,0.2,0.98,98,6,9,15,13.524,556.3381030927836,0.08278962824117463,1.1161649484536083,35.629128205128204,114.0,31.444,72.452,0.44691932624113473,0.7021078735275883,0,0.24225641025641026,1.0
13,6,bsps,0.2,0.65,65,9,6,14,12.024,546.1343625000001,0.08014072281884782,0.96275,37.99140127388535,112.0,22.76,45.648,0.44821236765382844,0.6963725929243171,0,0.28121019108280254,1.0
14,6,bsps,0.2,0.89,89,8,10,16,14.604,556.1926772727273,0.07662694180819182,1.118272727272727,40.44216625807889,115.0,29.276,65.136,0.44130434782608696,0.6855828220858896,0,0.2663249387118342,1.0
15,6,bsps,0.2,1.0,100,8,12,16,13.328,554.5090666666667,0.08153547933547933,1.086181818181818,37.2835910825467,113.0,32.24,73.056,0.44543846874024756,0.6920578683200472,0,0.2584856396866841,1.0
16,6,bsps,0.2,0.74,74,8,7,13,11.36,548.9550630136987,0.08888582984747367,1.0087123287671234,36.69498069498069,111.0,25.58,53.16,0.44571428571428573,0.6964,0,0.2738554881412024,1.0
17,6,bsps,0.2,0.94,94,7,10,15,12.96,555.3897290322582,0.08534534211308406,1.1054193548387097,36.47115384615385,113.0,30.708,69.052,0.44479130535322003,0.691067397613673,0,0.25327797202797203,1.0
18,6,bsps,0.2,0.71,71,6,6,14,11.436,549.8365142857143,0.09009178599178598,1.0264571428571427,37.03135689851767,112.0,24.916,50.956,0.44313890054553084,0.6893502499038832,0,0.27708095781071834,1.0
19,6,bsps,0.2,0.79,79,8,9,13,11.672,551.9557384615384,0.08979965931504393,1.0477948717948717,36.9121963562753,112.0,25.808,57.124,0.44192900200937707,0.6904847396768402,0,0.2725202429149798,1.0
20,6,bsps,0.2,0.72,72,9,10,15,12.472,550.5856676056338,0.08278355634975353,1.031887323943662,40.41161616161616,113.0,24.136,50.664,0.4425287356321839,0.6919831223628692,0,0.2909652076318743,1.0
21,6,bsps,0.2,0.99,99,6,9,15,13.156,555.1341387755102,0.0836559501722767,1.099673469387755,37.84737903225806,113.0,32.204,72.572,0.44216417910447764,0.6865407319952774,0,0.267741935483871,1.0
22,6,bsps,0.2,0.6,60,7,8,15,12.304,549.9749220338983,0.08322812216032555,1.0219661016949153,37.477903391572454,113.0,20.588,42.752,0.4471279373368146,0.6960414703110274,0,0.26515930113052416,1.0
23,6,bsps,0.2,1.0,100,7,16,21,18.792,557.9541858585859,0.060597004791638424,1.1380606060606062,44.191758465932274,120.0,31.364,73.112,0.4461432235154863,0.696843853820598,0,0.2572419420644635,1.0
24,6,bsps,0.2,0.89,89,10,7,16,13.148,547.3560045454547,0.07464654133745043,0.9803181818181818,40.34903737259343,113.0,30.752,62.22,0.44503703703703706,0.6954482758620689,0,0.2892412231030578,1.0
25,6,bsps,0.2,1.0,100,7,9,16,14.328,556.3001737373737,0.07816246901246902,1.1169292929292929,37.45947568541125,114.0,31.812,73.688,0.44621598639455784,0.6968880909634949,0,0.2537522513508105,1.0
26,6,bsps,0.2,0.99,99,6,12,18,15.392,555.0341224489796,0.07136135450517203,1.0957551020408163,39.91030034267285,116.0,32.36,72.096,0.4428617328906501,0.6864928215646059,0,0.26627696029026404,1.0
27,6,bsps,0.2,0.94,94,7,11,18,14.652,554.4099225806452,0.07421278085538048,1.0834408602150538,40.45392781316348,115.0,30.364,68.064,0.4428239272880998,0.6938948558507632,0,0.27176220806794055,1.0
28,6,bsps,0.2,0.97,97,7,17,21,20.28,556.8956458333334,0.05546758992140184,1.1243333333333334,42.10083507306889,121.0,30.584,70.62,0.445631275368511,0.6971664698937426,0,0.2617954070981211,1.0
29,6,bsps,0.2,0.98,98,9,9,15,12.472,552.5986391752576,0.08523945813636535,1.0615670103092785,36.96105527638191,113.0,33.252,71.148,0.4468849840255591,0.6946039035591275,0,0.2600502512562814,1.0
30,6,bsps,0.2,0.91,91,8,9,15,13.98,552.7933244444446,0.0767053445247563,1.0614666666666668,37.15917561938171,113.0,30.016,65.968,0.44449589072809353,0.6936676309868209,0,0.26068844551633413,1.0
31,6,bsps,0.2,0.66,66,6,8,14,12.112,555.4172923076924,0.09141779246394631,1.1067692307692307,36.3471048513302,112.0,22.112,48.632,0.44582427817447995,0.695840554592721,0,0.25039123630672927,1.0
32,6,bsps,0.2,0.73,73,8,8,13,11.228,551.9984555555557,0.0935599715099715,1.0499444444444443,34.79602129448025,111.0,24.28,53.216,0.4466586754569973,0.6969045571797077,0,0.25553376295881197,1.0
33,6,bsps,0.2,0.97,97,9,7,15,12.36,552.9105583333334,0.08668970543345543,1.0682083333333334,39.06636531744401,113.0,31.824,68.984,0.4424150177574835,0.6880658436213992,0,0.2812821039654818,1.0
34,6,bsps,0.2,0.98,98,8,9,16,13.436,552.4848536082474,0.07884105327662028,1.056577319587629,39.46893223406394,113.0,32.228,70.512,0.4409795102448776,0.684913217623498,0,0.28091695153830687,1.0
35,6,bsps,0.2,0.95,95,7,8,15,12.94,557.287255319149,0.08774041844680143,1.133659574468085,37.42047838858581,113.0,30.468,70.016,0.4434589800443459,0.6944357120402389,0,0.2591271506504406,1.0
36,6,bsps,0.2,0.81,81,6,9,14,12.32,552.3781000000001,0.08640084082584082,1.06335,35.64573762123533,112.0,27.448,59.056,0.4461209606437822,0.692885234179478,0,0.25472179683512,1.0
37,6,bsps,0.2,0.87,87,11,10,15,12.86,551.9217720930234,0.08117513726583493,1.0428372093023257,37.2587927756654,113.0,28.432,63.428,0.4431804130085322,0.6845176793683487,0,0.27043726235741444,1.0
38,6,bsps,0.2,0.81,81,6,9,16,13.544,551.3658350000001,0.07713987803862804,1.0436999999999999,39.594943109987355,114.0,27.068,57.68,0.4448809798936908,0.6912144702842378,0,0.2781289506953224,1.0
39,6,bsps,0.2,0.95,95,8,11,15,13.356,552.0287446808511,0.07891752786220871,1.0523404255319149,37.540058724832214,114.0,31.96,68.636,0.44575371549893844,0.6921921921921922,0,0.26426174496644295,1.0
0,6,baps,0.2,0.96,96,8,7,15,11.0,543.5460210526317,0.07227829573934838,0.9045894736842106,50.15188032412217,115.0,26.76,58.848,0.556642473966551,0.6438685546353192,0,0.3714938707666736,1.0
1,6,baps,0.2,0.85,85,7,10,15,11.0,543.9360333333334,0.07176916099773242,0.9103333333333332,50.75540571960009,115.0,22.532,51.0,0.5586239733365076,0.6470588235294118,0,0.3852592420367356,1.0
2,6,baps,0.2,0.96,96,7,14,18,14.0,549.3087915789475,0.06421052631578948,0.9873684210526317,49.939941812136325,118.0,24.76,61.56,0.5572162540868753,0.6426076833527358,0,0.35619285120532,1.0
3,6,baps,0.2,0.92,92,8,9,17,12.844,545.5766285714286,0.06375989370107017,0.9355604395604395,54.22282490778911,117.0,24.328,55.732,0.553562945368171,0.6354354354354355,0,0.3920590149707095,1.0
4,6,baps,0.2,1.0,100,8,10,16,11.5,542.6834383838384,0.06619336219336219,0.8869898989898989,52.33211158623498,116.0,26.744,60.028,0.5571382671093499,0.6456456456456456,0,0.39014457340663816,1.0
5,6,baps,0.2,0.99,99,7,11,17,13.5,544.3904489795918,0.0599968787515006,0.9119183673469388,53.26934858076373,117.0,25.92,60.144,0.5567545556347349,0.6419658772599949,0,0.39330202164590566,1.0
6,6,baps,0.2,0.97,97,7,10,16,11.5,544.8667750000001,0.06973139880952381,0.9242916666666667,51.430622009569376,116.0,26.076,59.404,0.5583067092651757,0.6465863453815262,0,0.37965467027251926,1.0
7,6,baps,0.2,0.66,66,8,9,15,11.0,539.9348984615386,0.0660254945054945,0.8452923076923077,51.379299463553174,115.0,18.408,39.676,0.5502121640735502,0.6338500209467951,0,0.39697065320290315,1.0
8,6,baps,0.2,1.0,100,6,15,18,14.5,548.2246626262627,0.060781961024385274,0.9710707070707072,50.82606924643584,118.0,25.864,63.0,0.5530644434429923,0.6395969176052163,0,0.364969450101833,1.0
9,6,baps,0.2,0.91,91,9,10,17,12.0,541.4182266666667,0.061371802054154996,0.8679555555555555,54.06673913043478,117.0,24.1,53.608,0.5573056300268097,0.6445885005636979,0,0.4,1.0
10,6,baps,0.2,0.75,75,8,9,14,10.0,540.5580864864866,0.07267438867438866,0.856,49.99053542455381,114.0,20.484,44.164,0.5567121320890165,0.6508593252705284,0,0.3866955110870741,1.0
11,6,baps,0.2,0.87,87,10,17,22,18.5,543.2406558139536,0.04423326286116983,0.891953488372093,57.262233668929994,122.0,23.292,53.0,0.5539961431326333,0.6374795417348609,0,0.3949894638258019,1.0
12,6,baps,0.2,0.98,98,6,9,15,11.5,545.0735835051547,0.07021958762886599,0.922639175257732,50.259076923076925,115.0,25.568,60.032,0.5564259763851045,0.6443927948866938,0,0.3833846153846154,1.0
13,6,baps,0.2,0.65,65,9,6,14,9.536,535.481175,0.06397529761904762,0.7728125,54.887898089171976,114.0,17.576,36.536,0.5491365777080063,0.6315126050420168,0,0.4388535031847134,1.0
14,6,baps,0.2,0.89,89,8,10,16,12.5,546.597990909091,0.06781344696969697,0.95,51.87252061511032,116.0,23.556,54.828,0.5575468404515304,0.645142353977106,0,0.3737463784265656,1.0
15,6,baps,0.2,1.0,100,8,12,16,12.5,544.7049252525254,0.06548821548821547,0.9187474747474746,49.674030929905605,116.0,27.044,62.0,0.5561672842773955,0.6492264416315049,0,0.37035549307089777,1.0
16,6,baps,0.2,0.74,74,8,7,13,9.5,539.149693150685,0.07360238847910079,0.8344109589041097,49.907335907335906,113.0,20.588,44.0,0.5546806649168854,0.6419379258137774,0,0.3982349696635411,1.0
17,6,baps,0.2,0.94,94,7,10,15,11.0,543.7065634408602,0.07017593445980544,0.901978494623656,52.06993006993007,115.0,24.32,56.352,0.5538026842477043,0.6403562653562653,0,0.3977272727272727,1.0
18,6,baps,0.2,0.71,71,6,6,14,9.5,538.9304857142857,0.07094367346938776,0.8302857142857142,53.227194982896236,114.0,18.932,40.776,0.5537688442211055,0.6344703770197486,0,0.427594070695553,1.0
19,6,baps,0.2,0.79,79,8,9,13,10.0,542.825158974359,0.0778500986193294,0.8874358974358975,49.17054655870445,113.0,20.948,48.084,0.5587392550143266,0.6473810338925026,0,0.38638663967611336,1.0
20,6,baps,0.2,0.72,72,9,10,15,11.0,542.2692169014085,0.06993695506371563,0.8846760563380281,53.5993265993266,115.0,19.688,43.0,0.5558960692871419,0.6400667779632722,0,0.40712682379349047,1.0
21,6,baps,0.2,0.99,99,6,9,15,11.544,544.2199632653062,0.06910113378684808,0.9116734693877552,49.608467741935485,115.0,26.288,60.316,0.5571157918199041,0.6453076268783668,0,0.37641129032258064,1.0
22,6,baps,0.2,0.6,60,7,8,15,10.5,538.4205016949154,0.06373333333333332,0.820542372881356,54.10003425830764,115.0,16.028,34.22,0.5549651278644968,0.6485637342908438,0,0.41212744090441933,1.0
23,6,baps,0.2,1.0,100,7,16,21,17.54,549.4890424242425,0.05199037999037999,0.9887272727272728,56.175846593227256,121.0,25.196,62.54,0.5574083375188348,0.6505928853754941,0,0.36474908200734396,1.0
24,6,baps,0.2,0.89,89,10,7,16,11.704,538.5931454545455,0.06006087662337663,0.8275909090909092,54.023329558323894,116.0,25.376,52.352,0.5550268300091121,0.6403304931577588,0,0.40679501698754245,1.0
25,6,baps,0.2,1.0,100,7,9,16,12.248,546.1061131313131,0.06848322109988778,0.9435151515151515,49.01440864518711,116.0,27.088,62.748,0.5561956521739131,0.6456338028169014,0,0.36221733039823895,1.0
26,6,baps,0.2,0.99,99,6,12,18,13.0,544.3985224489796,0.060975623582766446,0.911795918367347,52.759927433985084,118.0,25.644,59.5,0.5564726324934839,0.6468097120271034,0,0.38137472283813745,1.0
27,6,baps,0.2,0.94,94,7,11,18,13.0,543.7283354838711,0.06001732377538829,0.8991827956989247,54.79193205944798,118.0,24.092,56.108,0.5574123989218329,0.6429530201342282,0,0.39681528662420384,1.0
28,6,baps,0.2,0.97,97,7,17,21,18.5,548.9308083333334,0.04989818948412699,0.9837083333333333,52.26388308977035,121.0,25.064,61.0,0.555858310626703,0.6433566433566433,0,0.3605427974947808,1.0
29,6,baps,0.2,0.98,98,9,9,15,11.5,543.9713979381444,0.06997972508591065,0.9077113402061855,49.983458961474035,115.0,26.46,60.004,0.5553282879934547,0.645351961311123,0,0.37479061976549416,1.0
30,6,baps,0.2,0.91,91,8,9,15,11.0,542.92824,0.06977608465608466,0.8882666666666666,51.35672001754001,115.0,23.556,54.5,0.5557662676306744,0.6420162994265016,0,0.39180004385003286,1.0
31,6,baps,0.2,0.66,66,6,8,14,10.5,545.0873600000001,0.07749450549450548,0.9249846153846154,49.178403755868544,114.0,17.396,40.26,0.5594394583530152,0.657357232180075,0,0.36838810641627545,1.0
32,6,baps,0.2,0.73,73,8,8,13,9.5,541.0716611111112,0.07671866096866098,0.8592222222222222,49.253852619781455,113.0,19.408,43.636,0.5542463657230299,0.6438133874239351,0,0.3908657887363407,1.0
33,6,baps,0.2,0.97,97,9,7,15,11.0,543.3912083333335,0.0711063492063492,0.9045,51.81631395109924,115.0,26.668,58.5,0.5556016167478495,0.6393144637756427,0,0.3965481816313951,1.0
34,6,baps,0.2,0.98,98,8,9,16,12.0,543.1491381443299,0.0654819587628866,0.8960824742268041,51.529861250754074,116.0,26.58,59.5,0.5549658058589364,0.636225651403997,0,0.3891011461894229,1.0
35,6,baps,0.2,0.95,95,7,8,15,11.5,546.4023234042553,0.07253971631205676,0.9475744680851064,49.85858161980697,115.0,25.144,58.608,0.5572346501665874,0.643753735803945,0,0.3747377255560218,1.0
36,6,baps,0.2,0.81,81,6,9,14,11.0,543.073385,0.07193482142857141,0.898,48.31955079122001,114.0,22.66,50.0,0.5561675419495324,0.6489976214746856,0,0.3708524757529352,1.0
37,6,baps,0.2,0.87,87,11,10,15,11.0,541.1757023255815,0.06676633444075304,0.8581860465116279,50.497148288973385,115.0,22.696,52.0,0.5553327484647199,0.6461436610393909,0,0.38854562737642584,1.0
38,6,baps,0.2,0.81,81,6,9,16,11.5,540.9944800000001,0.06354955357142858,0.8627,52.76738305941846,116.0,21.884,47.7,0.555412068560695,0.6460396039603961,0,0.39570164348925413,1.0
39,6,baps,0.2,0.95,95,8,11,15,11.556,541.9459234042554,0.06554018912529551,0.8735319148936171,51.075713087248324,115.0,25.152,56.632,0.555458989679522,0.6440056417489421,0,0.3911493288590604,1.0
0,6,lt,0.2,0.96,96,8,7,15,12.2,548.734412631579,0.07882277815751498,0.9932210526315789,42.15728236027426,114.0,29.808,64.892,0.538936571069709,0.6582792207792207,0,0.3031373363806358,1.0
1,6,lt,0.2,0.85,85,7,10,15,13.088,552.1962,0.07952027417027416,1.053142857142857,40.42245989304813,115.0,27.328,59.896,0.5323689826891155,0.6577201447527141,0,0.2845849802371542,1.0
2,6,lt,0.2,0.96,96,7,14,18,15.556,557.8704842105263,0.07179977999296884,1.1211789473684213,41.312344139650875,117.0,26.54,69.356,0.5347157502329916,0.6469555035128806,0,0.279093931837074,1.0
3,6,lt,0.2,0.92,92,8,9,17,14.948,553.7246461538463,0.07105853761622993,1.0719120879120878,44.30939466261662,117.0,27.52,63.532,0.5484252900781434,0.6386198547215496,0,0.30505532653504014,1.0
4,6,lt,0.2,1.0,100,8,10,16,13.208,552.0720848484849,0.07878670218670218,1.0475555555555556,40.263286499694566,114.0,32.532,71.4,0.5279410193396731,0.653117275473771,0,0.2873141926287925,1.0
5,6,lt,0.2,0.99,99,7,11,17,14.34,552.1743346938777,0.0710696068637245,1.0433469387755103,42.8803348989177,117.0,30.104,69.056,0.5432048681541582,0.6506426735218509,0,0.2981417194200531,1.0
6,6,lt,0.2,0.97,97,7,10,16,13.544,553.6921458333334,0.07941361416361417,1.0735,41.22321614312461,114.0,29.752,68.404,0.5363801728058208,0.6485234510712218,0,0.29353026835864365,1.0
7,6,lt,0.2,0.66,66,8,9,15,12.732,548.378473846154,0.07749651681651681,0.9932307692307693,38.691385295045755,113.0,21.884,46.436,0.5285603112840467,0.6541935483870968,0,0.280530135689492,1.0
8,6,lt,0.2,1.0,100,6,15,18,16.0,557.1506424242425,0.06961552782729254,1.1223838383838383,39.58716904276986,117.0,30.512,73.088,0.5249467429083978,0.6523566496547584,0,0.2633401221995927,1.0
9,6,lt,0.2,0.91,91,9,10,17,13.236,549.6857733333335,0.075742479002479,1.008488888888889,41.83521739130435,114.0,28.392,62.572,0.5358057690165943,0.6532235160465777,0,0.30217391304347824,1.0
10,6,lt,0.2,0.75,75,8,9,14,11.268,548.0504270270271,0.08541778701778702,0.9802702702702702,41.55029745808545,113.0,22.656,50.068,0.5357398995935931,0.6573069559668155,0,0.31151974040021635,1.0
11,6,lt,0.2,0.87,87,10,17,22,19.828,548.8937162790697,0.049616161512266346,0.9873488372093022,47.53266214001405,121.0,26.848,59.692,0.5001590499416817,0.6612496497618381,0,0.31163661905876844,1.0
12,6,lt,0.2,0.98,98,6,9,15,13.088,553.8084659793815,0.08005929397063417,1.0717525773195875,40.213743589743586,115.0,29.848,69.508,0.543626448534424,0.6473317865429234,0,0.2875897435897436,1.0
13,6,lt,0.2,0.65,65,9,6,14,12.26,544.4321937500001,0.07399840506715506,0.9311875,40.71273885350318,114.0,22.504,44.892,0.5378976918278229,0.6424294268605646,0,0.29936305732484075,1.0
14,6,lt,0.2,0.89,89,8,10,16,14.108,554.0813590909091,0.07621576756576758,1.0786363636363638,43.23200356585692,115.0,27.368,62.452,0.5407329598506069,0.6416083916083916,0,0.2977490528192556,1.0
15,6,lt,0.2,1.0,100,8,12,16,13.0,553.6045494949495,0.0818994116994117,1.0682424242424242,38.27595902791725,113.0,31.112,71.624,0.5377298668357641,0.6526286037309215,0,0.2697328780879695,1.0
16,6,lt,0.2,0.74,74,8,7,13,11.116,547.165183561644,0.08747150961671508,0.974958904109589,38.97876447876448,111.0,24.728,51.776,0.5362445414847161,0.6471482889733841,0,0.2970215113072256,1.0
17,6,lt,0.2,0.94,94,7,10,15,12.284,553.9514924731184,0.08707566268856592,1.0796559139784945,37.97989510489511,113.0,29.64,67.304,0.5380021079751728,0.6521332918094052,0,0.2714160839160839,1.0
18,6,lt,0.2,0.71,71,6,6,14,11.048,546.51652,0.08426190476190476,0.9669714285714286,42.109179019384264,114.0,23.228,48.072,0.5455714285714286,0.6447272727272727,0,0.3198403648802737,1.0
19,6,lt,0.2,0.79,79,8,9,13,11.648,550.0803076923078,0.08609403900942363,1.0123076923076924,39.639929149797574,113.0,24.516,55.236,0.5313603040999185,0.6553398058252428,0,0.2973178137651822,1.0
20,6,lt,0.2,0.72,72,9,10,15,12.112,548.4550647887324,0.08042785946447918,0.9847887323943663,45.04489337822671,114.0,21.556,47.94,0.5365007340184171,0.645826405054872,0,0.3386644219977553,1.0
21,6,lt,0.2,0.99,99,6,9,15,12.968,553.1818897959184,0.08094769855994347,1.0626122448979591,40.489314516129035,114.0,30.144,69.74,0.5440026803663167,0.6460800902425268,0,0.29375,1.0
22,6,lt,0.2,0.6,60,7,8,15,11.712,547.8460610169492,0.08366862628896526,0.9824406779661016,42.045906132237064,112.0,19.408,41.016,0.5361787262420807,0.6407637655417406,0,0.31517643028434394,1.0
23,6,lt,0.2,1.0,100,7,16,21,18.364,555.1294909090909,0.05836657046657046,1.0863030303030303,48.15667074663403,121.0,28.908,69.368,0.542914371557336,0.6549800796812749,0,0.29294165646674825,1.0
24,6,lt,0.2,0.89,89,10,7,16,12.564,544.3082136363636,0.07163970801925347,0.9218181818181818,45.20090600226501,114.0,27.832,58.212,0.5382987300947389,0.6460292580982236,0,0.3381653454133635,1.0
25,6,lt,0.2,1.0,100,7,9,16,13.92,553.6093333333333,0.07604499742681561,1.067919191919192,40.42305383229938,115.0,29.476,70.1,0.5406253380936925,0.6512688907898488,0,0.28357014208525116,1.0
26,6,lt,0.2,0.99,99,6,12,18,14.828,553.2077551020409,0.07063209239739852,1.0611428571428574,41.127796815158234,116.0,30.688,69.736,0.5361003026372676,0.6558033161806747,0,0.2817980245918162,1.0
27,6,lt,0.2,0.94,94,7,11,18,14.228,551.3248129032258,0.07115856381653346,1.0293333333333332,44.10997876857749,117.0,28.832,64.972,0.5263891868697704,0.6557911908646004,0,0.3038216560509554,1.0
28,6,lt,0.2,0.97,97,7,17,21,19.86,555.8073250000001,0.05536304824561404,1.1000416666666666,44.47348643006263,120.0,28.732,68.668,0.5219184027777778,0.6610073571024335,0,0.2878914405010438,1.0
29,6,lt,0.2,0.98,98,9,9,15,12.052,550.1732329896907,0.0829551294066758,1.0174432989690723,41.12730318257957,113.0,31.432,68.212,0.5315536463127749,0.6497448294386248,0,0.3027638190954774,1.0
30,6,lt,0.2,0.91,91,8,9,15,12.112,549.9984133333335,0.081143088023088,1.0109333333333332,41.0,114.0,28.312,63.036,0.5416666666666666,0.645366444579043,0,0.3016882262661697,1.0
31,6,lt,0.2,0.66,66,6,8,14,11.5,552.7468984615386,0.08994792899408284,1.0575384615384615,39.70923317683881,113.0,20.768,46.5,0.5388976377952756,0.6575,0,0.28450704225352114,1.0
